,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure,weather_type
V10352,20110710.1756,Person,Nuisance Fire,49.51320000000001,-121.272,0.0,52.1,71.8,61.7,50.2,68.6,,9.5,23.0,161.5,,0.05,8.7,2.9,1013.5,"['""""', '49.51320000000001', '-121.272', '""49.51320000000001', ' -121.272""', '""49.51320000000001', ' -121.272""', '""""', '""Rain""\n']"
V10118,20090517.1635,Person,Nuisance Fire,49.5353,-121.8783,0.0,53.9,74.5,63.3,51.8,68.03,,10.1,27.1,199.13,,0.04,8.7,18.7,1015.9,"['""""', '49.5353', '-121.8783', '""49.5353', ' -121.8783""', '""49.5353', ' -121.8783""', '""""', '""Rain""\n']"
V70288,20070804.1637,Person,Nuisance Fire,49.25250000000001,-124.1262,0.0,56.1,73.3,63.9,55.0,74.01,,4.8,,,,0.0,,0.0,1016.1,"['""""', '49.25250000000001', '-124.1262', '""49.25250000000001', ' -124.1262""', '""49.25250000000001', ' -124.1262""', '""""', '""Clear""\n']"
C10595,20180620.1406,Unknown,Smoke Chase,53.1265,-121.5063,0.0,54.3,89.5,72.4,52.1,54.47,86.5,17.2,27.6,166.13,,0.0,61.3,18.0,1012.8,"['""""', '53.1265', '-121.5063', '""53.1265', ' -121.5063""', '""53.1265', ' -121.5063""', '""""', '""Clear""\n']"
V70934,20110907.1507,Person,Other,49.31,-124.9,0.0,46.6,88.9,65.2,49.4,64.71,85.5,4.5,,246.88,,0.0,19.9,0.0,1019.9,"['""""', '49.31', '-124.9', '""49.31', ' -124.9""', '""49.31', ' -124.9""', '""""', '""Clear""\n']"
R30081,20140714.1601,Person,Duplicate,54.5918,-126.8062,0.0,52.3,91.0,72.7,46.7,45.78,87.1,9.0,,263.96,,0.0,39.2,20.5,1018.4,"['""""', '54.5918', '-126.8062', '""54.5918', ' -126.8062""', '""54.5918', ' -126.8062""', '""""', '""Clear""\n']"
V81760,20090910.1439,Person,Nuisance Fire,50.7167,-125.4833,0.0,53.0,59.8,55.5,47.7,75.32,,7.2,,112.5,,0.0,,0.0,1023.5,"['""""', '50.7167', '-125.4833', '""50.7167', ' -125.4833""', '""50.7167', ' -125.4833""', '""""', '""Clear""\n']"
V10148,20090518.1615,Person,Nuisance Fire,49.53590000000001,-121.8747,0.0,46.7,62.9,54.5,49.5,83.69,,7.9,27.1,205.25,43.5,0.92,7.5,37.9,1010.0,"['""Rain', ' Heavy Rain', ' Light Rain""', '49.53590000000001', '-121.8747', '""49.53590000000001', ' -121.8747""', '""49.53590000000001', ' -121.8747""', '""""', '""Rain', ' Partially cloudy""\n']"
G51948,20170829.1548,Unknown,Smoke Chase,55.221500000000006,-124.5685,0.0,,,,,,,,,,,0.0,,,,"['""""', '55.221500000000006', '-124.5685', '""55.221500000000006', ' -124.5685""', '""55.221500000000006', ' -124.5685""', '""No data available""', '""""\n']"
V60191,20100620.165,Person,Nuisance Fire,48.5324,-123.5749,0.0,48.9,62.2,54.8,50.0,84.41,,14.9,32.2,249.71,45.1,0.0,,0.0,1019.7,"['""""', '48.5324', '-123.5749', '""48.5324', ' -123.5749""', '""48.5324', ' -123.5749""', '""""', '""Clear""\n']"
V50400,20080730.1329,Person,Nuisance Fire,49.93810000000001,-124.6664,0.0,52.4,63.8,58.8,49.9,73.03,,16.5,21.1,189.21,,0.01,19.7,57.4,1017.5,"['""""', '49.93810000000001', '-124.6664', '""49.93810000000001', ' -124.6664""', '""49.93810000000001', ' -124.6664""', '""""', '""Rain', ' Partially cloudy""\n']"
V60004,20020412.1107,Person,Nuisance Fire,48.4833,-124.2833,0.0,48.1,53.7,51.3,49.8,94.43,,17.5,,210.52,45.0,1.74,10.8,20.2,1013.1,"['""Mist', ' Light Drizzle', ' Rain', ' Fog', ' Rain Showers', ' Heavy Rain', ' Light Rain', ' Sky Coverage Increasing""', '48.4833', '-124.2833', '""48.4833', ' -124.2833""', '""48.4833', ' -124.2833""', '""""', '""Rain""\n']"
V10393,20100711.1942,Person,Nuisance Fire,49.32720000000001,-121.8613,0.0,55.5,76.7,67.9,56.2,66.38,,8.3,32.2,206.92,,0.0,8.7,8.7,1010.8,"['""""', '49.32720000000001', '-121.8613', '""49.32720000000001', ' -121.8613""', '""49.32720000000001', ' -121.8613""', '""""', '""Clear""\n']"
G70045,20000427.1645,Person,Nuisance Fire,55.8029,-120.6867,0.0,42.9,62.2,53.4,30.2,43.38,,16.1,,128.65,38.7,0.02,16.5,92.8,1005.7,"['""Rain Showers', ' Light Rain', ' Sky Coverage Increasing""', '55.8029', '-120.6867', '""55.8029', ' -120.6867""', '""55.8029', ' -120.6867""', '""""', '""Rain', ' Overcast""\n']"
V10246,20120806.1548,Person,Nuisance Fire,49.1224,-121.6043,0.0,63.4,79.8,69.8,63.9,82.61,,5.7,,158.96,,0.1,8.7,9.0,1015.9,"['""Mist', ' Light Rain""', '49.1224', '-121.6043', '""49.1224', ' -121.6043""', '""49.1224', ' -121.6043""', '""""', '""Rain""\n']"
V12775,20180819.1723,Person,Nuisance Fire,49.0853,-121.7548,0.0,53.7,76.8,65.2,55.7,73.66,,8.5,,159.46,,0.0,189.3,11.1,1017.2,"['""Mist', ' Smoke Or Haze""', '49.0853', '-121.7548', '""49.0853', ' -121.7548""', '""49.0853', ' -121.7548""', '""""', '""Clear""\n']"
V71320,20100928.1238,Person,Nuisance Fire,49.2513,-124.1647,0.0,52.5,63.2,58.4,53.0,82.57,,16.4,23.7,300.96,,0.0,,0.0,1019.4,"['""""', '49.2513', '-124.1647', '""49.2513', ' -124.1647""', '""49.2513', ' -124.1647""', '""""', '""Clear""\n']"
V11613,20090824.193,Person,Nuisance Fire,49.0722,-120.7188,0.0,49.6,79.8,63.4,51.7,69.62,,10.1,20.5,222.75,48.8,0.01,8.7,2.5,1012.6,"['""""', '49.0722', '-120.7188', '""49.0722', ' -120.7188""', '""49.0722', ' -120.7188""', '""""', '""Rain""\n']"
V30016,20130502.1723,Person,Nuisance Fire,49.7383,-123.0163,0.0,38.1,61.6,49.9,38.9,69.87,,5.5,,141.58,36.8,0.0,640.6,0.0,1030.7,"['""""', '49.7383', '-123.0163', '""49.7383', ' -123.0163""', '""49.7383', ' -123.0163""', '""""', '""Clear""\n']"
V51832,20091003.1115,Person,Nuisance Fire,49.7959,-124.1781,0.0,43.7,56.4,50.9,40.5,68.12,,14.6,22.1,291.63,37.8,0.0,,0.0,1016.0,"['""""', '49.7959', '-124.1781', '""49.7959', ' -124.1781""', '""49.7959', ' -124.1781""', '""""', '""Clear""\n']"
V50385,20070824.1846,Person,Nuisance Fire,49.9812,-124.6028,0.0,57.7,71.7,64.4,55.7,74.1,,9.8,19.7,,,0.0,19.7,46.0,1011.7,"['""""', '49.9812', '-124.6028', '""49.9812', ' -124.6028""', '""49.9812', ' -124.6028""', '""""', '""Partially cloudy""\n']"
V10608,20110814.1339,Person,Nuisance Fire,49.3151,-121.4203,0.0,55.2,66.4,60.6,52.7,75.74,,7.8,28.9,246.38,,0.03,8.7,94.2,1015.8,"['""""', '49.3151', '-121.4203', '""49.3151', ' -121.4203""', '""49.3151', ' -121.4203""', '""""', '""Rain', ' Overcast""\n']"
V30044,20140519.1707,Person,Nuisance Fire,50.1882,-122.4711,0.0,47.9,62.1,55.3,47.7,76.66,,11.4,32.2,175.33,,0.02,106.1,0.3,1015.8,"['""Light Rain""', '50.1882', '-122.4711', '""50.1882', ' -122.4711""', '""50.1882', ' -122.4711""', '""""', '""Rain""\n']"
V30086,20100523.2039,Person,Nuisance Fire,50.2845,-122.5572,0.0,41.0,58.9,49.1,40.5,74.12,,8.4,25.3,152.7,40.5,0.05,8.7,0.3,1010.4,"['""""', '50.2845', '-122.5572', '""50.2845', ' -122.5572""', '""50.2845', ' -122.5572""', '""""', '""Rain""\n']"
V70031,20040422.1216,Person,Nuisance Fire,49.2518,-124.8983,0.0,41.8,66.0,54.5,44.5,71.59,,7.7,,161.75,45.9,0.08,19.7,1.8,1021.7,"['""Light Rain""', '49.2518', '-124.8983', '""49.2518', ' -124.8983""', '""49.2518', ' -124.8983""', '""""', '""Rain""\n']"
V81020,20090728.0735,Person,Nuisance Fire,49.96570000000001,-125.2522,0.0,66.0,93.5,79.9,61.7,55.62,93.2,8.9,29.6,246.88,,0.0,19.7,10.9,1010.9,"['""""', '49.96570000000001', '-125.2522', '""49.96570000000001', ' -125.2522""', '""49.96570000000001', ' -125.2522""', '""""', '""Clear""\n']"
V70739,20080927.14,Person,Nuisance Fire,49.3717,-124.9548,0.0,45.7,64.0,54.3,48.2,83.98,,6.7,19.7,203.96,47.1,0.0,21.0,1.8,1023.1,"['""Fog""', '49.3717', '-124.9548', '""49.3717', ' -124.9548""', '""49.3717', ' -124.9548""', '""""', '""Clear""\n']"
K53203,20190330.1543,Unknown,Smoke Chase,49.03610000000001,-119.715,0.0,33.3,64.7,51.8,30.0,46.47,,6.6,,208.25,48.2,0.0,189.6,5.4,1027.0,"['""""', '49.03610000000001', '-119.715', '""49.03610000000001', ' -119.715""', '""49.03610000000001', ' -119.715""', '""""', '""Clear""\n']"
V60497,20071102.1307,Person,Nuisance Fire,48.8296,-123.3572,0.0,37.1,46.6,45.1,40.0,82.38,,6.5,,,42.5,0.03,8.8,27.3,1030.3,"['""Mist', ' Light Rain""', '48.8296', '-123.3572', '""48.8296', ' -123.3572""', '""48.8296', ' -123.3572""', '""""', '""Rain', ' Partially cloudy""\n']"
V10062,20120520.1818,Person,Nuisance Fire,49.5694,-121.8095,0.0,50.7,60.7,54.8,45.5,72.91,,9.5,31.6,165.46,,0.72,8.6,11.3,1015.9,"['""Light Rain""', '49.5694', '-121.8095', '""49.5694', ' -121.8095""', '""49.5694', ' -121.8095""', '""""', '""Rain""\n']"
V11170,20090730.1621,Lightning,Nuisance Fire,49.9012,-121.6143,0.0,65.0,90.4,76.7,60.3,59.43,90.3,18.9,34.4,169.54,,1.17,8.7,5.8,1011.0,"['""Light Rain""', '49.9012', '-121.6143', '""49.9012', ' -121.6143""', '""49.9012', ' -121.6143""', '""""', '""Rain""\n']"
V10009,20000425.2045,Person,Nuisance Fire,49.5833,-121.4167,0.0,42.9,55.7,47.9,40.6,77.55,,13.8,,218.21,38.7,0.14,8.7,53.0,1021.3,"['""Light Rain""', '49.5833', '-121.4167', '""49.5833', ' -121.4167""', '""49.5833', ' -121.4167""', '""""', '""Rain', ' Partially cloudy""\n']"
V10402,20130803.1552,Person,Nuisance Fire,49.4232,-121.8172,0.0,60.9,75.5,66.8,59.8,79.56,,7.1,21.9,206.63,,0.0,157.9,12.3,1018.6,"['""Mist""', '49.4232', '-121.8172', '""49.4232', ' -121.8172""', '""49.4232', ' -121.8172""', '""""', '""Clear""\n']"
V60524,20140914.1003,Unknown,Nuisance Fire,48.6449,-123.7284,0.0,58.3,72.8,65.1,40.1,40.4,,7.8,,157.46,,0.0,629.0,0.0,1011.8,"['""""', '48.6449', '-123.7284', '""48.6449', ' -123.7284""', '""48.6449', ' -123.7284""', '""""', '""Clear""\n']"
V30835,20110903.1559,Person,Nuisance Fire,49.6751,-123.0762,0.0,50.3,78.0,61.6,49.3,68.46,,7.8,,157.04,,0.0,,0.0,1017.2,"['""""', '49.6751', '-123.0762', '""49.6751', ' -123.0762""', '""49.6751', ' -123.0762""', '""""', '""Clear""\n']"
V10759,20090718.13,Person,Nuisance Fire,49.2988,-121.9363,0.0,54.2,80.8,68.4,53.5,61.21,80.7,9.8,34.4,187.75,,0.02,8.7,1.7,1018.8,"['""""', '49.2988', '-121.9363', '""49.2988', ' -121.9363""', '""49.2988', ' -121.9363""', '""""', '""Rain""\n']"
V10550,20100724.1645,Person,Nuisance Fire,49.5955,-121.9287,0.0,55.6,83.9,69.4,56.8,67.29,83.5,9.0,28.0,190.79,,0.03,8.7,0.0,1015.7,"['""""', '49.5955', '-121.9287', '""49.5955', ' -121.9287""', '""49.5955', ' -121.9287""', '""""', '""Rain""\n']"
V50935,20100812.2039,Person,Nuisance Fire,49.48,-124.26,0.0,57.8,72.0,65.7,56.4,72.73,,16.1,24.2,247.38,,0.0,,0.0,1014.4,"['""""', '49.48', '-124.26', '""49.48', ' -124.26""', '""49.48', ' -124.26""', '""""', '""Clear""\n']"
V10276,20170607.1617,Person,Other,53.1858,-131.8761,0.0,49.9,53.4,51.1,50.2,96.91,,24.4,31.2,126.96,43.3,0.42,54.7,39.5,1002.6,"['""Mist', ' Light Rain""', '53.1858', '-131.8761', '""53.1858', ' -131.8761""', '""53.1858', ' -131.8761""', '""""', '""Rain', ' Partially cloudy""\n']"
V10067,20160522.1637,Person,Nuisance Fire,49.6009,-121.82600000000001,0.0,52.1,57.7,54.7,49.3,82.14,,9.2,34.4,238.42,,0.32,193.0,0.6,1011.0,"['""Mist', ' Light Rain""', '49.6009', '-121.82600000000001', '""49.6009', ' -121.82600000000001""', '""49.6009', ' -121.82600000000001""', '""""', '""Rain""\n']"
V30299,20080716.1015,Person,Nuisance Fire,50.6356,-122.3926,0.0,55.0,86.4,72.1,43.6,40.13,83.0,10.7,35.1,171.92,,0.02,8.7,0.3,1016.1,"['""""', '50.6356', '-122.3926', '""50.6356', ' -122.3926""', '""50.6356', ' -122.3926""', '""""', '""Rain""\n']"
V11411,20090806.2343,Person,Nuisance Fire,49.20399999999999,-121.7693,0.0,60.9,69.9,65.0,55.2,71.08,,8.4,35.8,229.92,,0.01,8.6,2.1,1013.4,"['""""', '49.20399999999999', '-121.7693', '""49.20399999999999', ' -121.7693""', '""49.20399999999999', ' -121.7693""', '""""', '""Rain""\n']"
V50535,20110804.2018,Person,Nuisance Fire,49.7922,-124.3946,0.0,55.3,75.9,67.1,57.1,71.9,,5.8,,171.17,,0.01,,0.0,1014.3,"['""""', '49.7922', '-124.3946', '""49.7922', ' -124.3946""', '""49.7922', ' -124.3946""', '""""', '""Rain""\n']"
V10377,20100711.15,Person,Nuisance Fire,49.2282,-121.605,0.0,55.7,76.7,68.2,56.2,65.67,,10.4,30.0,230.58,,0.0,8.7,18.9,1010.6,"['""""', '49.2282', '-121.605', '""49.2282', ' -121.605""', '""49.2282', ' -121.605""', '""""', '""Clear""\n']"
V11801,20090922.1851,Person,Nuisance Fire,49.3481,-121.3254,0.0,55.8,82.7,67.1,55.6,69.21,82.2,13.3,20.8,106.54,,0.0,8.7,7.6,1017.8,"['""""', '49.3481', '-121.3254', '""49.3481', ' -121.3254""', '""49.3481', ' -121.3254""', '""""', '""Clear""\n']"
V10830,20110903.1349,Person,Nuisance Fire,49.3421,-121.8623,0.0,57.5,80.8,67.2,49.3,54.87,79.9,11.9,20.8,145.96,,0.0,8.8,0.1,1017.1,"['""""', '49.3421', '-121.8623', '""49.3421', ' -121.8623""', '""49.3421', ' -121.8623""', '""""', '""Clear""\n']"
V10439,20140823.1508,Person,Nuisance Fire,49.5247,-121.763,0.0,57.5,83.2,69.9,54.7,61.94,81.8,6.9,27.5,172.83,,0.0,216.3,2.1,1016.7,"['""Smoke Or Haze""', '49.5247', '-121.763', '""49.5247', ' -121.763""', '""49.5247', ' -121.763""', '""""', '""Clear""\n']"
V30685,20120903.1938,Person,Nuisance Fire,49.8427,-123.3075,0.0,48.3,71.4,58.8,49.5,74.61,,9.6,,117.13,,0.0,,0.0,1020.7,"['""""', '49.8427', '-123.3075', '""49.8427', ' -123.3075""', '""49.8427', ' -123.3075""', '""""', '""Clear""\n']"
V60250,20110701.1634,Person,Nuisance Fire,48.8438,-124.1628,0.0,53.2,59.8,56.6,49.2,76.64,,11.5,,139.0,,0.0,,0.0,1019.2,"['""""', '48.8438', '-124.1628', '""48.8438', ' -124.1628""', '""48.8438', ' -124.1628""', '""""', '""Clear""\n']"
K60597,20070712.1309,Person,Nuisance Fire,49.8018,-121.0045,0.0,64.5,97.5,80.0,52.7,42.73,93.6,10.0,25.0,,,0.02,8.7,0.8,1013.1,"['""Light Rain""', '49.8018', '-121.0045', '""49.8018', ' -121.0045""', '""49.8018', ' -121.0045""', '""""', '""Rain""\n']"
V70042,20060510.215,Person,Nuisance Fire,49.4,-124.63,0.0,49.8,62.8,55.1,43.6,66.34,,6.2,,,,0.0,19.7,8.1,1021.0,"['""Precipitation In Vicinity', ' Rain Showers""', '49.4', '-124.63', '""49.4', ' -124.63""', '""49.4', ' -124.63""', '""""', '""Clear""\n']"
C10113,20160728.16,Lightning,Fire,53.0011,-121.4545,0.0,53.7,83.1,68.9,54.1,64.46,81.6,6.9,,264.42,,0.0,61.0,12.1,1019.4,"['""Smoke Or Haze""', '53.0011', '-121.4545', '""53.0011', ' -121.4545""', '""53.0011', ' -121.4545""', '""""', '""Clear""\n']"
V60162,20090522.03,Person,Nuisance Fire,48.69470000000001,-123.5796,0.0,45.8,62.8,54.2,44.7,71.55,,10.0,27.7,256.38,43.3,0.0,9.1,0.0,1019.5,"['""""', '48.69470000000001', '-123.5796', '""48.69470000000001', ' -123.5796""', '""48.69470000000001', ' -123.5796""', '""""', '""Clear""\n']"
N10551,20060807.2207,Person,Nuisance Fire,49.2667,-115.3,0.0,48.7,87.0,68.9,40.8,41.16,83.6,10.8,24.5,,,0.0,20.7,27.6,1012.6,"['""Smoke Or Haze""', '49.2667', '-115.3', '""49.2667', ' -115.3""', '""49.2667', ' -115.3""', '""""', '""Partially cloudy""\n']"
V51223,20100906.061,Person,Nuisance Fire,49.78740000000001,-124.6273,0.0,52.7,58.0,55.3,52.7,91.31,,19.0,23.3,112.46,,0.53,,0.0,1013.3,"['""""', '49.78740000000001', '-124.6273', '""49.78740000000001', ' -124.6273""', '""49.78740000000001', ' -124.6273""', '""""', '""Rain""\n']"
V10156,20100612.2102,Person,Nuisance Fire,49.24160000000001,-122.8391,0.0,47.6,72.5,60.4,50.4,71.75,,5.1,,207.83,,0.0,,0.0,1024.2,"['""""', '49.24160000000001', '-122.8391', '""49.24160000000001', ' -122.8391""', '""49.24160000000001', ' -122.8391""', '""""', '""Clear""\n']"
V10394,20020822.071,Person,Nuisance Fire,49.10160000000001,-121.4936,0.0,54.2,72.3,62.8,54.4,74.88,,11.2,,222.33,,0.04,12.9,16.2,1015.6,"['""Mist', ' Fog', ' Rain Showers', ' Heavy Rain', ' Smoke Or Haze""', '49.10160000000001', '-121.4936', '""49.10160000000001', ' -121.4936""', '""49.10160000000001', ' -121.4936""', '""""', '""Rain""\n']"
V10419,20130803.1916,Person,Nuisance Fire,49.5948,-121.9264,0.0,61.2,76.0,66.8,59.1,77.89,,8.1,27.5,190.79,,0.0,216.6,0.5,1018.5,"['""Mist""', '49.5948', '-121.9264', '""49.5948', ' -121.9264""', '""49.5948', ' -121.9264""', '""""', '""Clear""\n']"
V60651,20110817.1013,Person,Nuisance Fire,48.8569,-123.2784,0.0,51.1,68.7,59.4,49.7,72.37,,11.1,19.5,170.08,,0.01,9.9,2.9,1020.3,"['""""', '48.8569', '-123.2784', '""48.8569', ' -123.2784""', '""48.8569', ' -123.2784""', '""""', '""Rain""\n']"
V30280,20120808.0229,Lightning,Nuisance Fire,50.27370000000001,-122.8681,0.0,54.1,74.1,63.0,56.1,80.08,,6.6,19.9,167.96,,0.03,,0.0,1021.1,"['""""', '50.27370000000001', '-122.8681', '""50.27370000000001', ' -122.8681""', '""50.27370000000001', ' -122.8681""', '""""', '""Rain""\n']"
V30396,20080729.07,Person,Nuisance Fire,49.9652,-123.2355,0.0,49.3,55.3,53.2,51.1,92.63,,6.2,,172.75,48.8,1.19,,0.0,1012.2,"['""""', '49.9652', '-123.2355', '""49.9652', ' -123.2355""', '""49.9652', ' -123.2355""', '""""', '""Rain""\n']"
V70726,20080921.1959,Person,Nuisance Fire,49.37880000000001,-124.6228,0.0,48.7,63.7,55.8,49.6,80.16,,10.8,22.6,211.08,46.0,0.09,19.1,10.1,1016.6,"['""Fog', ' Rain Showers', ' Sky Unchanged""', '49.37880000000001', '-124.6228', '""49.37880000000001', ' -124.6228""', '""49.37880000000001', ' -124.6228""', '""""', '""Rain""\n']"
V80321,20070809.1827,Person,Nuisance Fire,50.2,-125.25,0.0,52.1,65.9,59.9,51.6,74.86,,14.6,30.0,,,0.0,26.1,64.4,1017.2,"['""Rain Showers', ' Sky Coverage Decreasing', ' Sky Coverage Increasing""', '50.2', '-125.25', '""50.2', ' -125.25""', '""50.2', ' -125.25""', '""""', '""Partially cloudy""\n']"
V10899,20100807.1755,Person,Nuisance Fire,49.2544,-121.6075,0.0,60.8,64.4,62.4,60.6,93.79,,4.4,19.7,157.92,,0.92,7.5,35.2,1012.1,"['""Drizzle', ' Light Drizzle', ' Light Rain""', '49.2544', '-121.6075', '""49.2544', ' -121.6075""', '""49.2544', ' -121.6075""', '""""', '""Rain', ' Partially cloudy""\n']"
N60071,20060630.23,Person,Nuisance Fire,49.0482,-119.0432,0.0,58.0,91.0,74.3,54.5,54.11,88.4,8.1,,,,0.0,9.9,0.1,1015.8,"['""""', '49.0482', '-119.0432', '""49.0482', ' -119.0432""', '""49.0482', ' -119.0432""', '""""', '""Clear""\n']"
V70003,20140413.1604,Person,Nuisance Fire,49.2192,-124.8711,0.0,33.4,66.8,49.0,34.0,63.9,,6.5,,262.63,,0.0,636.5,0.0,1024.2,"['""""', '49.2192', '-124.8711', '""49.2192', ' -124.8711""', '""49.2192', ' -124.8711""', '""""', '""Clear""\n']"
V10071,20120521.1707,Person,Nuisance Fire,49.56930000000001,-121.8094,0.0,48.7,59.2,55.2,50.1,83.28,,10.5,38.0,214.88,45.7,2.95,8.6,14.6,1010.2,"['""Heavy Rain', ' Light Rain""', '49.56930000000001', '-121.8094', '""49.56930000000001', ' -121.8094""', '""49.56930000000001', ' -121.8094""', '""""', '""Rain""\n']"
V10121,20080531.2045,Person,Nuisance Fire,49.2875,-121.9042,0.0,52.1,69.9,60.2,52.9,78.18,,11.4,27.7,179.79,,0.01,8.7,1.8,1017.8,"['""Light Rain""', '49.2875', '-121.9042', '""49.2875', ' -121.9042""', '""49.2875', ' -121.9042""', '""""', '""Rain""\n']"
R30033,20080630.164,Person,Nuisance Fire,54.8065,-127.2048,0.0,53.7,84.3,69.1,49.2,53.71,81.8,7.4,,208.57,,0.0,24.6,46.6,1016.7,"['""""', '54.8065', '-127.2048', '""54.8065', ' -127.2048""', '""54.8065', ' -127.2048""', '""""', '""Partially cloudy""\n']"
V50508,20120824.1657,Person,Nuisance Fire,49.8669,-124.25,0.0,48.1,67.9,57.2,47.3,71.33,,7.4,,226.75,,0.01,,0.0,1018.8,"['""""', '49.8669', '-124.25', '""49.8669', ' -124.25""', '""49.8669', ' -124.25""', '""""', '""Rain""\n']"
V10082,20110523.2002,Person,Nuisance Fire,49.8505,-121.7673,0.0,49.1,62.6,55.3,45.4,70.44,,12.0,28.8,167.25,,0.39,8.7,30.0,1016.7,"['""Light Rain""', '49.8505', '-121.7673', '""49.8505', ' -121.7673""', '""49.8505', ' -121.7673""', '""""', '""Rain', ' Partially cloudy""\n']"
V10533,20140914.1531,Person,Nuisance Fire,49.6865,-121.7426,0.0,56.4,84.4,67.6,44.9,46.78,81.7,9.0,24.2,104.58,,0.0,114.7,0.0,1013.0,"['""""', '49.6865', '-121.7426', '""49.6865', ' -121.7426""', '""49.6865', ' -121.7426""', '""""', '""Clear""\n']"
V70044,20060511.1435,Person,Nuisance Fire,49.35140000000001,-124.477,0.0,44.9,56.0,51.3,42.0,70.45,,17.0,25.5,,38.6,0.02,,0.0,1018.6,"['""""', '49.35140000000001', '-124.477', '""49.35140000000001', ' -124.477""', '""49.35140000000001', ' -124.477""', '""""', '""Rain""\n']"
V10166,20110612.1759,Person,Nuisance Fire,50.00870000000001,-121.6483,0.0,57.3,72.7,64.8,41.8,44.23,,24.7,39.1,200.33,,0.01,8.7,13.8,1007.4,"['""Light Rain""', '50.00870000000001', '-121.6483', '""50.00870000000001', ' -121.6483""', '""50.00870000000001', ' -121.6483""', '""""', '""Rain""\n']"
V60557,20090703.2107,Person,Nuisance Fire,48.3201,-123.6388,0.0,52.7,69.5,62.5,49.7,64.54,,8.6,,211.54,,0.0,9.9,1.1,1014.8,"['""""', '48.3201', '-123.6388', '""48.3201', ' -123.6388""', '""48.3201', ' -123.6388""', '""""', '""Clear""\n']"
V70428,20090619.1225,Person,Nuisance Fire,49.1939,-124.131,0.0,55.0,64.3,60.4,49.3,67.09,,12.9,,199.04,,0.01,,0.0,1010.1,"['""""', '49.1939', '-124.131', '""49.1939', ' -124.131""', '""49.1939', ' -124.131""', '""""', '""Rain""\n']"
V30302,20040712.1758,Person,Nuisance Fire,49.5844,-123.2265,0.0,56.6,77.8,68.0,54.1,62.87,,7.1,,278.88,,0.0,,0.0,1012.8,"['""""', '49.5844', '-123.2265', '""49.5844', ' -123.2265""', '""49.5844', ' -123.2265""', '""""', '""Clear""\n']"
G11787,20170818.1531,Unknown,Smoke Chase,53.21720000000001,-122.4707,0.0,40.9,65.9,54.6,45.9,74.18,,22.5,35.4,133.25,47.5,0.07,67.3,24.9,1017.7,"['""Lightning Without Thunder', ' Squalls', ' Light Rain', ' Smoke Or Haze""', '53.21720000000001', '-122.4707', '""53.21720000000001', ' -122.4707""', '""53.21720000000001', ' -122.4707""', '""""', '""Rain""\n']"
V10111,20090517.1659,Person,Nuisance Fire,49.6083,-121.8242,0.0,53.9,74.7,63.8,50.5,63.9,,13.5,31.2,224.58,,0.04,8.7,21.6,1015.3,"['""""', '49.6083', '-121.8242', '""49.6083', ' -121.8242""', '""49.6083', ' -121.8242""', '""""', '""Rain""\n']"
V70119,20140622.1433,Person,Nuisance Fire,49.0555,-123.6567,0.0,58.8,68.3,63.5,53.0,68.85,,8.3,,252.63,,0.0,631.8,0.0,1017.0,"['""""', '49.0555', '-123.6567', '""49.0555', ' -123.6567""', '""49.0555', ' -123.6567""', '""""', '""Clear""\n']"
V10068,20130520.1741,Person,Nuisance Fire,49.5197,-121.7678,0.0,49.7,68.6,59.2,49.0,70.74,,8.1,30.0,236.58,48.1,0.58,216.2,1.8,1015.7,"['""Mist', ' Light Rain""', '49.5197', '-121.7678', '""49.5197', ' -121.7678""', '""49.5197', ' -121.7678""', '""""', '""Rain""\n']"
V70378,20090614.0028,Person,Nuisance Fire,49.3533,-124.6282,0.0,56.6,66.7,60.4,52.3,74.78,,14.1,25.3,116.88,,0.0,19.7,6.3,1012.7,"['""""', '49.3533', '-124.6282', '""49.3533', ' -124.6282""', '""49.3533', ' -124.6282""', '""""', '""Clear""\n']"
V70108,20090517.1908,Person,Nuisance Fire,49.0722,-123.976,0.0,54.7,69.2,60.5,49.8,69.25,,13.5,,215.75,,0.0,,0.0,1015.7,"['""""', '49.0722', '-123.976', '""49.0722', ' -123.976""', '""49.0722', ' -123.976""', '""""', '""Clear""\n']"
VA0104,20080526.1445,Person,Nuisance Fire,52.4315,-126.3882,0.0,34.7,80.5,62.6,47.4,62.81,79.6,15.5,34.4,164.13,24.9,0.49,13.9,32.7,1010.9,"['""""', '52.4315', '-126.3882', '""52.4315', ' -126.3882""', '""52.4315', ' -126.3882""', '""""', '""Rain', ' Partially cloudy""\n']"
V80541,20120826.1159,Person,Duplicate,50.0356,-125.9778,0.0,53.6,66.2,60.9,53.2,76.56,,10.3,23.0,74.11,,0.07,24.5,79.4,1008.9,"['""Rain Showers', ' Light Rain""', '50.0356', '-125.9778', '""50.0356', ' -125.9778""', '""50.0356', ' -125.9778""', '""""', '""Rain', ' Overcast""\n']"
