FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure,weather_type
G70469,20180603.1332,Person,Nuisance Fire,56.01770000000001,-120.1401,2.0,44.6,64.0,54.2,41.1,66.15,,14.2,21.9,246.45,37.9,0.67,13.0,49.4,1011.2,"['""Mist', ' Rain', ' Light Rain""', '56.01770000000001', '-120.1401', '""56.01770000000001', ' -120.1401""', '""56.01770000000001', ' -120.1401""', '""""', '""Rain', ' Partially cloudy""\n']"
N20074,20150521.14,Unknown,Fire,49.8707,-115.639,6.2,43.2,75.7,60.7,28.6,33.24,,9.3,21.9,230.33,41.5,0.0,42.8,23.1,1012.7,"['""Precipitation In Vicinity""', '49.8707', '-115.639', '""49.8707', ' -115.639""', '""49.8707', ' -115.639""', '""""', '""Clear""\n']"
G60201,20020616.1313,Lightning,Fire,57.41670000000001,-126.15,1923.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
K40431,20140805.1804,Lightning,Fire,49.9686,-118.4124,15.4,58.4,91.6,74.2,48.8,43.89,88.1,4.7,,182.54,,0.0,85.1,0.9,1011.7,"['""Smoke Or Haze""', '49.9686', '-118.4124', '""49.9686', ' -118.4124""', '""49.9686', ' -118.4124""', '""""', '""Clear""\n']"
N60174,20030718.15,Person,Fire,49.4974,-119.1173,80.0,59.1,90.8,75.5,41.6,31.79,86.8,6.2,,186.92,,0.04,12.5,5.4,1017.8,"['""""', '49.4974', '-119.1173', '""49.4974', ' -119.1173""', '""49.4974', ' -119.1173""', '""""', '""Rain""\n']"
G80263,20090729.1846,Lightning,Fire,57.3239,-120.6635,12.0,,,,,,,,,,,0.0,,,,"['""""', '57.3239', '-120.6635', '""57.3239', ' -120.6635""', '""57.3239', ' -120.6635""', '""No data available""', '""""\n']"
C50259,20060721.161,Person,Fire,52.0505,-123.2137,25.9,56.9,95.1,77.1,45.9,37.37,91.4,3.4,,,,0.0,,0.0,1021.8,"['""""', '52.0505', '-123.2137', '""52.0505', ' -123.2137""', '""52.0505', ' -123.2137""', '""""', '""Clear""\n']"
R50077,20020620.15,Person,Fire,54.9333,-129.57500000000002,3.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
V80636,20040816.12,Lightning,Fire,49.62000000000001,-126.0167,2.0,57.3,70.4,63.3,58.1,84.46,,34.1,,153.57,,0.0,17.6,17.2,1018.0,"['""""', '49.62000000000001', '-126.0167', '""49.62000000000001', ' -126.0167""', '""49.62000000000001', ' -126.0167""', '""""', '""Clear""\n']"
C40048,20090502.1205,Person,Fire,51.3017,-121.3917,996.0,42.9,77.1,57.2,22.8,35.16,,18.3,,180.0,39.3,0.0,8.7,14.8,1008.0,"['""""', '51.3017', '-121.3917', '""51.3017', ' -121.3917""', '""51.3017', ' -121.3917""', '""""', '""Clear""\n']"
R50072,20040620.19,Lightning,Fire,55.01020000000001,-129.3333,15.0,64.5,97.8,80.1,50.2,38.9,94.1,32.2,,181.18,,0.0,18.6,46.1,1016.8,"['""Precipitation In Vicinity', ' Thunderstorm', ' Rain Showers', ' Sky Coverage Increasing""', '55.01020000000001', '-129.3333', '""55.01020000000001', ' -129.3333""', '""55.01020000000001', ' -129.3333""', '""""', '""Partially cloudy""\n']"
K61538,20040331.09,Person,Fire,50.2304,-121.0938,6.0,35.9,51.9,43.8,25.3,49.9,,22.3,,204.42,28.3,0.0,15.4,57.8,1021.6,"['""""', '50.2304', '-121.0938', '""50.2304', ' -121.0938""', '""50.2304', ' -121.0938""', '""""', '""Partially cloudy""\n']"
R91972,20180731.21,Lightning,Fire,57.9768,-130.2529,34.0,50.3,83.6,67.2,45.7,49.83,81.1,7.5,,136.54,,0.0,75.4,16.9,1014.7,"['""Smoke Or Haze""', '57.9768', '-130.2529', '""57.9768', ' -130.2529""', '""57.9768', ' -130.2529""', '""""', '""Clear""\n']"
R40024,20170416.14,Person,Fire,55.5009,-127.7669,16.0,,,,,,,,,,,0.0,,,,"['""""', '55.5009', '-127.7669', '""55.5009', ' -127.7669""', '""55.5009', ' -127.7669""', '""No data available""', '""""\n']"
C40058,20050529.163,Lightning,Fire,51.9,-121.25,111.0,,,,,,,,,,,0.0,,,,"['""""', '51.9', '-121.25', '""51.9', ' -121.25""', '""51.9', ' -121.25""', '""No data available""', '""""\n']"
K10595,20101012.1,Person,Fire,52.1498,-119.4103,6.0,36.3,46.4,41.3,39.4,93.16,,1.1,,21.43,,0.0,14.1,33.6,1028.8,"['""Mist', ' Precipitation In Vicinity', ' Rain Showers""', '52.1498', '-119.4103', '""52.1498', ' -119.4103""', '""52.1498', ' -119.4103""', '""""', '""Partially cloudy""\n']"
N10382,20170608.1603,Lightning,Fire,49.7106,-115.1804,34.14,49.4,75.9,60.8,49.5,67.39,,10.5,22.5,156.71,45.6,0.7,623.7,0.0,1004.1,"['""""', '49.7106', '-115.1804', '""49.7106', ' -115.1804""', '""49.7106', ' -115.1804""', '""""', '""Rain""\n']"
K10651,20030811.2047,Lightning,Fire,52.4482,-119.878,11.9,51.9,78.9,65.4,51.4,66.45,,11.4,,126.67,,0.01,14.9,56.4,1017.0,"['""Precipitation In Vicinity', ' Thunderstorm Without Precipitation', ' Fog""', '52.4482', '-119.878', '""52.4482', ' -119.878""', '""52.4482', ' -119.878""', '""""', '""Rain', ' Partially cloudy""\n']"
R50071,20040620.22,Lightning,Fire,54.4513,-128.83780000000002,22.0,64.5,96.6,79.0,50.4,40.71,92.9,31.6,,168.58,,0.0,18.6,42.8,1016.7,"['""Precipitation In Vicinity', ' Thunderstorm', ' Rain Showers', ' Sky Coverage Increasing""', '54.4513', '-128.83780000000002', '""54.4513', ' -128.83780000000002""', '""54.4513', ' -128.83780000000002""', '""""', '""Partially cloudy""\n']"
N70469,20090730.2258,Lightning,Fire,50.50100000000001,-117.3106,3.5,62.4,92.4,76.6,59.8,58.87,92.2,3.4,,177.0,,0.02,8.7,0.3,1011.0,"['""""', '50.50100000000001', '-117.3106', '""50.50100000000001', ' -117.3106""', '""50.50100000000001', ' -117.3106""', '""""', '""Rain""\n']"
N60508,20150720.0443,Lightning,Fire,49.4067,-118.6658,2.01,65.7,97.3,80.5,46.9,32.61,93.6,8.8,21.9,224.63,,0.09,626.4,0.0,1008.0,"['""""', '49.4067', '-118.6658', '""49.4067', ' -118.6658""', '""49.4067', ' -118.6658""', '""""', '""Rain""\n']"
G91047,20180705.1922,Lightning,Fire,58.8185,-121.5628,13.3,55.2,84.2,70.6,51.3,55.37,81.9,8.1,,147.57,,0.0,25.9,47.3,1010.9,"['""Precipitation In Vicinity""', '58.8185', '-121.5628', '""58.8185', ' -121.5628""', '""58.8185', ' -121.5628""', '""""', '""Partially cloudy""\n']"
K70545,20021031.112999998,Person,Fire,50.57980000000001,-122.1415,35.0,19.5,37.7,26.6,19.2,74.84,,3.8,,224.75,17.7,0.02,8.8,5.3,1031.4,"['""""', '50.57980000000001', '-122.1415', '""50.57980000000001', ' -122.1415""', '""50.57980000000001', ' -122.1415""', '""""', '""Rain""\n']"
C50226,20020727.12,Person,Fire,52.2843,-123.8783,10.0,51.5,78.9,65.9,35.4,35.69,,17.2,,270.53,,0.0,8.7,0.0,,"['""""', '52.2843', '-123.8783', '""52.2843', ' -123.8783""', '""52.2843', ' -123.8783""', '""""', '""Clear""\n']"
K40481,20150723.1642,Person,Nuisance Fire,50.223,-119.3075,2.0,53.6,81.0,67.9,46.8,50.1,79.7,3.6,,201.88,,0.0,103.9,0.6,1010.3,"['""""', '50.223', '-119.3075', '""50.223', ' -119.3075""', '""50.223', ' -119.3075""', '""""', '""Clear""\n']"
C10061,20090502.16,Person,Fire,53.1025,-124.379,7.0,,,,,,,,,,,0.0,,,,"['""""', '53.1025', '-124.379', '""53.1025', ' -124.379""', '""53.1025', ' -124.379""', '""No data available""', '""""\n']"
N60655,20111018.1554,Person,Nuisance Fire,49.0456,-118.5364,2.1,37.4,59.1,46.6,38.5,75.07,,5.5,,154.04,34.8,0.01,11.5,7.4,1023.0,"['""""', '49.0456', '-118.5364', '""49.0456', ' -118.5364""', '""49.0456', ' -118.5364""', '""""', '""Rain""\n']"
G90175,20050529.2132,Lightning,Fire,58.6,-121.475,58.0,,,,,,,,,,,0.0,,,,"['""""', '58.6', '-121.475', '""58.6', ' -121.475""', '""58.6', ' -121.475""', '""No data available""', '""""\n']"
K20348,20020824.2034,Lightning,Fire,50.6889,-120.5239,258.0,64.1,95.1,78.0,53.5,46.37,91.4,17.2,,261.43,,0.51,24.4,66.9,1012.9,"['""Thunderstorm', ' Rain Showers""', '50.6889', '-120.5239', '""50.6889', ' -120.5239""', '""50.6889', ' -120.5239""', '""""', '""Rain', ' Partially cloudy""\n']"
G62676,20180730.2019,Lightning,Fire,56.76430000000001,-125.4982,3.2,,,,,,,,,,,0.0,,,,"['""""', '56.76430000000001', '-125.4982', '""56.76430000000001', ' -125.4982""', '""56.76430000000001', ' -125.4982""', '""No data available""', '""""\n']"
R90039,20150517.1735,Lightning,Fire,58.82420000000001,-132.9268,700.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
G80802,20061007.18,Person,Fire,56.3474,-121.0039,9.0,24.4,50.2,38.1,22.7,56.15,,10.8,,,16.7,0.0,14.9,22.3,1026.7,"['""""', '56.3474', '-121.0039', '""56.3474', ' -121.0039""', '""56.3474', ' -121.0039""', '""""', '""Clear""\n']"
C50146,20140802.1933,Lightning,Fire,52.233000000000004,-124.5783,44.5,47.9,87.0,69.4,42.3,43.34,83.6,15.0,32.2,159.74,,0.0,631.9,0.0,1017.4,"['""""', '52.233000000000004', '-124.5783', '""52.233000000000004', ' -124.5783""', '""52.233000000000004', ' -124.5783""', '""""', '""Clear""\n']"
R92303,20180731.2027,Lightning,Fire,57.6019,-131.0149,11000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
K50162,20010704.1836,Person,Fire,49.2016,-119.568,14.0,70.2,97.9,83.0,51.0,34.52,97.0,10.6,,197.67,,0.0,,0.0,1009.4,"['""""', '49.2016', '-119.568', '""49.2016', ' -119.568""', '""49.2016', ' -119.568""', '""""', '""Clear""\n']"
R90108,20130718.1605,Unknown,Fire,59.6252,-133.8571,2.0,,,,,,,,,,,0.0,,,,"['""""', '59.6252', '-133.8571', '""59.6252', ' -133.8571""', '""59.6252', ' -133.8571""', '""No data available""', '""""\n']"
G80082,20010521.12,Person,Fire,56.5388,-122.365,4.0,,,,,,,,,,,0.0,,,,"['""""', '56.5388', '-122.365', '""56.5388', ' -122.365""', '""56.5388', ' -122.365""', '""No data available""', '""""\n']"
K10721,20130802.2117,Lightning,Fire,52.5505,-119.8951,16.6,54.2,84.1,67.3,52.6,64.05,81.9,13.1,24.9,193.88,,0.03,110.5,14.3,1015.4,"['""Precipitation In Vicinity', ' Thunderstorm Without Precipitation""', '52.5505', '-119.8951', '""52.5505', ' -119.8951""', '""52.5505', ' -119.8951""', '""""', '""Rain""\n']"
N50657,20130829.1726,Lightning,Fire,49.8587,-117.513,3.9,55.1,75.8,64.3,56.8,78.32,,15.5,28.7,218.33,,0.27,127.4,10.5,1014.5,"['""""', '49.8587', '-117.513', '""49.8587', ' -117.513""', '""49.8587', ' -117.513""', '""""', '""Rain""\n']"
N60473,20020829.17,Lightning,Fire,49.45050000000001,-119.1693,2.5,59.8,89.2,72.9,54.1,55.48,86.9,9.5,,229.65,,0.17,14.4,26.7,1008.5,"['""Precipitation In Vicinity', ' Thunderstorm', ' Thunderstorm Without Precipitation', ' Rain Showers', ' Sky Coverage Decreasing""', '49.45050000000001', '-119.1693', '""49.45050000000001', ' -119.1693""', '""49.45050000000001', ' -119.1693""', '""""', '""Rain', ' Partially cloudy""\n']"
G60424,20120816.08,Lightning,Fire,58.5225,-126.894,11.7,,,,,,,,,,,0.0,,,,"['""""', '58.5225', '-126.894', '""58.5225', ' -126.894""', '""58.5225', ' -126.894""', '""No data available""', '""""\n']"
V30391,20040706.12,Lightning,Fire,50.1248,-122.8645,3.0,46.3,74.2,60.4,52.1,78.4,,7.9,,148.63,44.4,0.82,14.8,36.7,1014.2,"['""""', '50.1248', '-122.8645', '""50.1248', ' -122.8645""', '""50.1248', ' -122.8645""', '""""', '""Rain', ' Partially cloudy""\n']"
C20035,20000417.11,Person,Fire,52.0303,-122.6295,45.0,30.3,50.3,40.8,17.4,39.88,,11.4,,120.77,33.8,0.0,14.9,37.7,1013.8,"['""""', '52.0303', '-122.6295', '""52.0303', ' -122.6295""', '""52.0303', ' -122.6295""', '""""', '""Partially cloudy""\n']"
G70069,20090511.14,Person,Fire,55.8189,-121.6479,2.1,25.4,62.6,41.0,24.7,54.64,,28.9,28.9,284.0,11.9,0.06,16.2,99.9,1007.6,"['""Light Snow', ' Duststorm', ' Rain Showers', ' Light Rain""', '55.8189', '-121.6479', '""55.8189', ' -121.6479""', '""55.8189', ' -121.6479""', '""""', '""Rain', ' Overcast""\n']"
K40587,20060723.2122,Lightning,Fire,50.46,-119.5917,134.0,62.1,99.3,81.2,61.0,54.25,100.6,6.8,29.4,,,0.1,8.7,1.3,1010.3,"['""Rain""', '50.46', '-119.5917', '""50.46', ' -119.5917""', '""50.46', ' -119.5917""', '""""', '""Rain""\n']"
K50438,20150720.17,Lightning,Fire,49.2012,-119.5895,130.0,67.3,97.4,82.3,46.7,30.65,93.7,12.6,25.8,233.5,,0.0,627.2,0.0,1007.7,"['""""', '49.2012', '-119.5895', '""49.2012', ' -119.5895""', '""49.2012', ' -119.5895""', '""""', '""Clear""\n']"
G10003,20130422.153,Person,Fire,53.1628,-122.5276,2.8000000000000003,28.4,57.3,45.0,22.4,48.63,,12.8,24.2,216.22,29.8,0.0,8.7,43.0,1030.3,"['""Light Rain""', '53.1628', '-122.5276', '""53.1628', ' -122.5276""', '""53.1628', ' -122.5276""', '""""', '""Partially cloudy""\n']"
G70250,20040628.0239,Lightning,Fire,55.1612,-120.2648,2.3000000000000003,56.1,75.3,68.1,51.9,58.11,,15.0,,279.0,,0.21,14.9,71.5,1019.5,"['""Rain Showers', ' Light Rain""', '55.1612', '-120.2648', '""55.1612', ' -120.2648""', '""55.1612', ' -120.2648""', '""""', '""Rain', ' Partially cloudy""\n']"
R40065,20130616.1706,Lightning,Fire,55.111700000000006,-128.178,2.0,49.6,78.7,66.3,46.0,52.42,,13.9,22.4,206.48,49.2,0.0,19.5,41.3,1017.4,"['""Precipitation In Vicinity""', '55.111700000000006', '-128.178', '""55.111700000000006', ' -128.178""', '""55.111700000000006', ' -128.178""', '""""', '""Partially cloudy""\n']"
G50102,20030604.06,Person,Fire,54.3656,-124.1536,2.3000000000000003,47.9,68.3,56.9,48.4,75.75,,19.5,,276.96,43.8,0.06,8.6,83.9,1016.7,"['""Heavy Rain', ' Light Rain""', '54.3656', '-124.1536', '""54.3656', ' -124.1536""', '""54.3656', ' -124.1536""', '""""', '""Rain', ' Overcast""\n']"
G10065,20180428.15,Person,Fire,53.4663,-122.5915,7.6,32.4,69.1,53.4,24.3,35.27,,14.7,25.3,268.96,28.0,0.0,79.3,0.9,1008.0,"['""""', '53.4663', '-122.5915', '""53.4663', ' -122.5915""', '""53.4663', ' -122.5915""', '""""', '""Clear""\n']"
G70003,20160402.22,Person,Fire,55.8331,-121.8554,59.1,32.0,59.0,51.8,25.5,37.52,,28.9,39.1,233.85,27.0,0.0,34.8,36.2,1009.6,"['""""', '55.8331', '-121.8554', '""55.8331', ' -121.8554""', '""55.8331', ' -121.8554""', '""""', '""Partially cloudy""\n']"
N40403,20120806.173,Lightning,Fire,50.81910000000001,-118.2223,7.5,55.7,79.5,64.8,58.7,82.81,,17.3,50.2,190.17,,0.45,5.7,22.6,1017.9,"['""Mist', ' Rain Showers', ' Fog""', '50.81910000000001', '-118.2223', '""50.81910000000001', ' -118.2223""', '""50.81910000000001', ' -118.2223""', '""""', '""Rain""\n']"
G90138,20120620.1225,Lightning,Fire,59.3537,-120.2667,12.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
R40006,20020427.16,Person,Fire,55.238200000000006,-127.6423,3.5,30.3,60.9,46.7,23.2,43.77,,11.4,,257.69,41.3,0.0,24.9,59.1,1015.1,"['""""', '55.238200000000006', '-127.6423', '""55.238200000000006', ' -127.6423""', '""55.238200000000006', ' -127.6423""', '""""', '""Partially cloudy""\n']"
N42141,20180803.040999997,Lightning,Fire,51.67780000000001,-118.0357,2.0,55.5,61.4,58.8,56.7,92.87,,12.8,,200.53,,0.23,34.7,30.4,1015.5,"['""Mist', ' Thunderstorm', ' Light Rain""', '51.67780000000001', '-118.0357', '""51.67780000000001', ' -118.0357""', '""51.67780000000001', ' -118.0357""', '""""', '""Rain', ' Partially cloudy""\n']"
C50013,20050408.16,Person,Fire,51.8064,-123.0661,2.7,15.9,44.7,33.9,14.9,50.7,,15.0,26.4,278.5,19.7,0.0,,0.0,1009.5,"['""""', '51.8064', '-123.0661', '""51.8064', ' -123.0661""', '""51.8064', ' -123.0661""', '""""', '""Clear""\n']"
C20010,20030328.12,Person,Fire,51.76,-122.7513,28.0,32.1,46.5,40.8,20.6,45.96,,13.9,,150.0,24.9,0.0,14.1,85.7,1028.2,"['""Light Snow', ' Light Rain""', '51.76', '-122.7513', '""51.76', ' -122.7513""', '""51.76', ' -122.7513""', '""""', '""Overcast""\n']"
R11796,20180731.21,Lightning,Fire,53.8473,-125.9871,47610.0,55.2,80.5,67.2,54.4,66.08,79.7,14.8,24.7,132.67,,0.31,630.8,0.0,1014.8,"['""""', '53.8473', '-125.9871', '""53.8473', ' -125.9871""', '""53.8473', ' -125.9871""', '""""', '""Rain""\n']"
C20009,20120414.1855,Person,Fire,52.1,-121.9833,26.2,23.0,41.0,32.7,19.0,57.3,,19.5,19.7,292.5,22.1,0.0,14.9,59.7,1019.6,"['""""', '52.1', '-121.9833', '""52.1', ' -121.9833""', '""52.1', ' -121.9833""', '""""', '""Partially cloudy""\n']"
G80167,20180512.17,Person,Fire,56.1339,-120.4533,7.0,44.8,73.0,61.3,32.9,37.1,,25.0,34.6,292.83,41.0,0.02,36.0,33.7,1017.2,"['""""', '56.1339', '-120.4533', '""56.1339', ' -120.4533""', '""56.1339', ' -120.4533""', '""""', '""Rain', ' Partially cloudy""\n']"
K10212,20050826.14,Person,Fire,51.61230000000001,-120.1613,2.0,,,,,,,,,,,0.0,,,,"['""""', '51.61230000000001', '-120.1613', '""51.61230000000001', ' -120.1613""', '""51.61230000000001', ' -120.1613""', '""No data available""', '""""\n']"
C50057,20020429.1049,Person,Fire,51.7833,-123.4667,35.0,28.5,71.7,52.2,24.1,37.94,,11.4,,270.95,34.0,0.0,8.7,0.0,1018.1,"['""""', '51.7833', '-123.4667', '""51.7833', ' -123.4667""', '""51.7833', ' -123.4667""', '""""', '""Clear""\n']"
R92132,20180730.0345,Lightning,Fire,59.4452,-128.65120000000002,156775.0,58.8,77.0,69.7,53.5,57.89,,11.0,,132.58,,0.0,87.3,30.4,1020.7,"['""""', '59.4452', '-128.65120000000002', '""59.4452', ' -128.65120000000002""', '""59.4452', ' -128.65120000000002""', '""""', '""Partially cloudy""\n']"
V12179,20180804.08,Lightning,Fire,49.6921,-121.5444,410.6,59.9,81.1,69.6,56.0,64.37,80.7,9.5,23.0,140.54,,0.4,179.1,1.4,1015.1,"['""Lightning Without Thunder', ' Mist', ' Thunderstorm""', '49.6921', '-121.5444', '""49.6921', ' -121.5444""', '""49.6921', ' -121.5444""', '""""', '""Rain""\n']"
G10025,20090502.1202,Person,Fire,53.5343,-123.365,15.0,39.8,71.7,59.5,27.6,32.28,,12.6,21.8,155.04,35.1,0.0,26.4,39.0,1006.2,"['""""', '53.5343', '-123.365', '""53.5343', ' -123.365""', '""53.5343', ' -123.365""', '""""', '""Partially cloudy""\n']"
N52910,20180725.0545,Lightning,Fire,49.1496,-117.1416,55.0,59.9,89.9,74.0,45.0,38.08,86.2,5.9,,294.54,,0.0,198.5,0.2,1019.1,"['""""', '49.1496', '-117.1416', '""49.1496', ' -117.1416""', '""49.1496', ' -117.1416""', '""""', '""Clear""\n']"
G90189,20030708.1445,Lightning,Fire,59.021,-121.0702,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
C31156,20170716.1501,Lightning,Fire,52.6002,-121.039,577.0,,,,,,,,,,,0.0,,,,"['""""', '52.6002', '-121.039', '""52.6002', ' -121.039""', '""52.6002', ' -121.039""', '""No data available""', '""""\n']"
G80110,20000601.145,Person,Fire,56.9333,-121.3167,16.0,,,,,,,,,,,0.0,,,,"['""""', '56.9333', '-121.3167', '""56.9333', ' -121.3167""', '""56.9333', ' -121.3167""', '""No data available""', '""""\n']"
N41845,20180731.1956,Lightning,Fire,51.2916,-118.1363,42.0,57.9,83.3,68.7,57.3,70.31,81.7,8.1,,142.21,,0.02,33.2,36.8,1012.7,"['""Thunderstorm""', '51.2916', '-118.1363', '""51.2916', ' -118.1363""', '""51.2916', ' -118.1363""', '""""', '""Rain', ' Partially cloudy""\n']"
G80059,20160418.15,Person,Fire,56.3774,-121.1388,25.0,41.0,82.4,61.2,26.4,28.52,79.9,33.6,47.2,215.83,33.5,0.0,21.4,43.9,1012.3,"['""""', '56.3774', '-121.1388', '""56.3774', ' -121.1388""', '""56.3774', ' -121.1388""', '""""', '""Partially cloudy""\n']"
G80381,20060702.1337,Lightning,Fire,56.95330000000001,-121.87,4366.2,,,,,,,,,,,0.0,,,,"['""""', '56.95330000000001', '-121.87', '""56.95330000000001', ' -121.87""', '""56.95330000000001', ' -121.87""', '""No data available""', '""""\n']"
G90399,20120726.1711,Lightning,Fire,58.5179,-127.2858,938.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
N50027,20050430.16,Person,Fire,50.1217,-117.9166,29.1,,,,,,,,,,,0.0,,,,"['""""', '50.1217', '-117.9166', '""50.1217', ' -117.9166""', '""50.1217', ' -117.9166""', '""No data available""', '""""\n']"
K70526,20021011.1,Person,Fire,50.80280000000001,-123.053,60.0,24.8,55.2,37.3,33.3,85.27,,4.3,,191.84,44.4,0.01,14.4,4.9,1028.8,"['""Fog""', '50.80280000000001', '-123.053', '""50.80280000000001', ' -123.053""', '""50.80280000000001', ' -123.053""', '""""', '""Rain""\n']"
G80091,20100512.1725,Person,Fire,57.0262,-122.7494,20.9,,,,,,,,,,,0.0,,,,"['""""', '57.0262', '-122.7494', '""57.0262', ' -122.7494""', '""57.0262', ' -122.7494""', '""No data available""', '""""\n']"
K72331,20180312.133,Person,Fire,50.2481,-121.5893,7.0,28.3,55.6,41.1,29.7,68.15,,5.8,,153.17,23.1,0.0,34.6,1.0,1019.6,"['""Mist', ' Smoke Or Haze""', '50.2481', '-121.5893', '""50.2481', ' -121.5893""', '""50.2481', ' -121.5893""', '""""', '""Clear""\n']"
VA0387,20130731.173,Lightning,Fire,51.5608,-126.786,2.13,,,,,,,,,,,0.0,,,,"['""""', '51.5608', '-126.786', '""51.5608', ' -126.786""', '""51.5608', ' -126.786""', '""No data available""', '""""\n']"
G90222,20150526.2304,Lightning,Fire,58.29830000000001,-123.2283,61.8,53.6,78.8,63.5,50.5,67.55,,11.4,17.2,199.09,,0.54,14.5,48.2,1015.0,"['""Precipitation In Vicinity', ' Thunderstorm', ' Light Rain', ' Sky Coverage Increasing""', '58.29830000000001', '-123.2283', '""58.29830000000001', ' -123.2283""', '""58.29830000000001', ' -123.2283""', '""""', '""Rain', ' Partially cloudy""\n']"
K51681,20190904.1232,Lightning,Fire,49.5458,-119.4711,10.0,57.7,78.0,67.2,49.9,54.58,,6.5,,186.04,,0.07,202.7,0.0,1017.5,"['""""', '49.5458', '-119.4711', '""49.5458', ' -119.4711""', '""49.5458', ' -119.4711""', '""""', '""Rain""\n']"
G80204,20150602.191,Lightning,Fire,57.8946,-120.0164,81.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
C42133,20180731.1733,Lightning,Fire,51.9574,-121.0943,10.0,57.2,86.0,71.7,47.0,45.25,83.0,15.0,21.9,204.0,,0.01,11.8,55.0,1014.1,"['""Thunderstorm Without Precipitation', ' Smoke Or Haze""', '51.9574', '-121.0943', '""51.9574', ' -121.0943""', '""51.9574', ' -121.0943""', '""""', '""Rain', ' Partially cloudy""\n']"
N10001,20100403.09,Person,Fire,49.4707,-115.4943,13.5,25.5,40.7,33.7,22.8,65.54,,16.0,32.2,201.38,21.1,0.0,24.9,52.0,1006.4,"['""""', '49.4707', '-115.4943', '""49.4707', ' -115.4943""', '""49.4707', ' -115.4943""', '""""', '""Partially cloudy""\n']"
N51862,20170823.2022,Lightning,Fire,50.8719,-117.5869,37.6,59.7,79.9,69.6,53.7,58.56,,6.1,17.2,208.71,,0.0,116.8,25.7,1009.1,"['""Thunderstorm', ' Light Rain""', '50.8719', '-117.5869', '""50.8719', ' -117.5869""', '""50.8719', ' -117.5869""', '""""', '""Partially cloudy""\n']"
V30699,20190623.003,Person,Fire,49.4108,-123.2388,4.5,53.7,63.7,57.5,50.7,78.56,,5.7,20.8,122.83,,0.07,633.2,0.0,1018.9,"['""""', '49.4108', '-123.2388', '""49.4108', ' -123.2388""', '""49.4108', ' -123.2388""', '""""', '""Rain""\n']"
R90913,20190707.021856,Person,Fire,56.7057,-130.7187,7.0,,,,,,,,,,,0.0,,,,"['""""', '56.7057', '-130.7187', '""56.7057', ' -130.7187""', '""56.7057', ' -130.7187""', '""No data available""', '""""\n']"
C20293,20100727.2007,Lightning,Fire,52.2836,-122.5453,12.0,53.6,86.0,70.2,45.3,45.53,82.8,13.9,18.3,155.58,,0.02,14.9,51.0,1011.8,"['""Lightning Without Thunder', ' Thunderstorm', ' Rain Showers""', '52.2836', '-122.5453', '""52.2836', ' -122.5453""', '""52.2836', ' -122.5453""', '""""', '""Rain', ' Partially cloudy""\n']"
G10776,20060919.12,Person,Fire,54.0687,-122.653,15.0,44.3,57.3,49.6,44.6,83.87,,9.2,,,40.8,0.12,16.9,90.0,1016.6,"['""Mist', ' Rain Showers', ' Fog', ' Sky Coverage Decreasing', ' Sky Unchanged""', '54.0687', '-122.653', '""54.0687', ' -122.653""', '""54.0687', ' -122.653""', '""""', '""Rain', ' Overcast""\n']"
